fecha,linea,afluencia_total,afluencia_promedio
2017-05-20,Línea 9,293593,24466.083333333332
2017-05-18,Línea 5,263312,20254.76923076923
2017-05-19,Línea 1,802683,40134.15
2017-05-25,Línea 2,829578,34565.75
2020-01-15,Línea 2,790114,32921.416666666664
2020-01-17,Línea 5,221149,18429.083333333332
2012-12-27,Línea 8,329820,18323.333333333332
2012-12-08,Línea 8,341382,18965.666666666668
2012-12-16,Línea 7,109331,7809.357142857143
2012-12-20,Línea 3,667477,33373.85
2016-07-29,Línea B,471254,22440.666666666668
2016-07-24,Línea 7,127076,9076.857142857143
2016-07-16,Línea 12,181799,9568.368421052632
2019-07-20,Línea 6,106013,9637.545454545454
2019-07-12,Línea 1,681060,35845.26315789474
2019-07-14,Línea 9,154236,12853.0
2019-07-12,Línea A,195962,19596.2
2015-12-13,Línea 8,243768,12829.894736842105
2018-03-10,Línea B,421589,20075.666666666668
2017-07-28,Línea 7,340128,24294.85714285714
2017-07-05,Línea 6,143973,13088.454545454546
2017-07-02,Línea 7,123698,8835.57142857143
2017-07-01,Línea B,380284,19014.2
2016-01-22,Línea B,459827,22991.35
2016-01-30,Línea 3,524264,24964.95238095238
2016-01-24,Línea 6,69807,6346.090909090909
2013-03-30,Línea 3,310702,15535.1
2013-03-29,Línea A,109026,10902.6
2019-12-21,Línea 2,796684,33195.166666666664
2019-12-04,Línea 3,753512,35881.52380952381
2019-12-12,Línea 9,305093,25424.416666666668
2019-12-31,Línea 6,69998,6999.8
2019-12-12,Línea 4,102343,10234.3
2019-12-21,Línea 1,661169,33058.45
2014-01-10,Línea 2,834797,36295.52173913043
2014-01-07,Línea 7,296668,21190.571428571428
2019-03-02,Línea 1,415193,21852.263157894737
2019-03-04,Línea 9,263874,23988.545454545456
2017-05-25,Línea 6,157517,14319.727272727272
2017-05-02,Línea 4,89199,8919.9
2013-12-22,Línea 2,615830,25659.583333333332
2013-12-23,Línea 2,722508,31413.391304347828
2013-12-29,Línea A,97721,9772.1
2013-12-22,Línea B,387154,19357.7
2018-01-26,Línea 3,733048,34907.04761904762
2018-01-20,Línea 1,625465,32919.21052631579
2018-01-22,Línea A,273386,30376.222222222223
2020-01-14,Línea 9,308040,25670.0
2020-01-26,Línea 2,469677,19569.875
2012-12-19,Línea 2,890270,40466.818181818184
2012-12-02,Línea 12,122552,6450.105263157895
2012-12-23,Línea 1,516696,27194.526315789473
2016-07-28,Línea B,445349,21207.095238095237
2019-07-21,Línea 9,146939,12244.916666666666
2019-07-13,Línea 6,100435,10043.5
2019-07-21,Línea 4,50491,5049.1
2015-12-12,Línea A,231817,25757.444444444445
2018-03-02,Línea 8,413947,22997.055555555555
2018-03-01,Línea 4,96908,9690.8
2017-01-28,Línea 8,341712,18984.0
2017-01-13,Línea 5,240944,18534.153846153848
2017-01-01,Línea 6,67971,6179.181818181818
2017-07-20,Línea 6,136829,12439.0
2016-01-21,Línea 9,375863,31321.916666666668
2013-03-07,Línea A,293026,29302.6
2013-03-09,Línea 6,110140,10012.727272727272
2013-03-31,Línea 6,83158,7559.818181818182
2018-05-27,Línea B,215805,11989.166666666666
2019-12-31,Línea A,170321,17032.1
2014-01-14,Línea 12,279200,14694.736842105263
2014-01-26,Línea 5,138549,11545.75
2017-05-14,Línea 5,136128,10471.384615384615
2017-05-22,Línea 6,146562,14656.2
2013-12-15,Línea 4,66251,6625.1
2013-12-03,Línea 5,266699,20515.30769230769
2018-01-05,Línea B,462140,22006.666666666668
2018-01-13,Línea 12,266298,13314.9
2018-01-16,Línea 12,380214,19010.7
2018-01-09,Línea 9,329466,27455.5
2018-01-21,Línea 5,124125,10343.75
2020-01-10,Línea 4,80103,8010.3
2020-01-12,Línea 9,127913,11628.454545454546
2020-01-13,Línea 9,292414,24367.833333333332
2020-01-23,Línea 6,162516,14774.181818181818
2012-12-24,Línea 1,527309,27753.105263157893
2016-07-19,Línea 6,126814,11528.545454545454
2019-07-16,Línea 2,747163,31131.791666666668
2019-07-21,Línea 8,217058,11424.105263157895
2019-07-10,Línea 2,762919,31788.291666666668
2019-07-28,Línea B,275396,13114.095238095239
2018-03-14,Línea B,440895,22044.75
2018-03-22,Línea 9,225292,22529.2
2018-03-30,Línea 6,56904,5690.4
2017-01-04,Línea 2,754408,31433.666666666668
2016-01-16,Línea 2,803816,32152.64
2016-01-12,Línea 5,266380,20490.76923076923
2013-03-21,Línea B,508879,24232.333333333332
2018-05-03,Línea 3,749972,35712.95238095238
2018-05-25,Línea 12,411999,20599.95
2018-05-21,Línea 2,714351,31058.739130434784
2019-12-15,Línea 4,60279,6027.9
2019-12-23,Línea 6,123144,11194.90909090909
2013-12-20,Línea 5,209045,16080.384615384615
2013-12-31,Línea A,138794,13879.4
2018-01-08,Línea 12,362234,18111.7
2020-01-20,Línea 12,383792,20199.57894736842
2020-01-15,Línea 9,315069,26255.75
2020-01-08,Línea 12,374743,20819.055555555555
2020-01-31,Línea 9,316754,28795.81818181818
2020-01-14,Línea A,239612,23961.2
2012-12-23,Línea 7,108181,8321.615384615385
2012-12-04,Línea B,506503,24119.190476190477
2012-12-26,Línea 3,517822,24658.190476190477
2012-12-29,Línea 9,239454,19954.5
2016-07-15,Línea 8,383060,20161.052631578947
2016-07-12,Línea 7,292540,20895.714285714286
2019-07-01,Línea B,411055,20552.75
2019-07-31,Línea 4,85088,8508.8
2019-07-11,Línea 6,170637,15512.454545454546
2015-12-04,Línea 4,103010,10301.0
2018-03-07,Línea 2,869648,36235.333333333336
2017-01-21,Línea 5,199460,15343.076923076924
2017-07-13,Línea 8,399865,21045.526315789473
2017-07-18,Línea 6,136713,12428.454545454546
2017-07-15,Línea A,273747,27374.7
2016-01-15,Línea 8,425307,22384.57894736842
2016-01-05,Línea A,278522,27852.2
2013-03-20,Línea B,517735,24654.04761904762
2013-03-16,Línea 9,336947,28078.916666666668
2013-03-24,Línea 8,206987,11499.277777777777
2013-03-03,Línea 9,186093,15507.75
2018-05-17,Línea 5,282209,21708.384615384617
2018-05-28,Línea 8,411985,21683.42105263158
2019-12-22,Línea 12,214848,10742.4
2019-12-19,Línea 12,365036,19212.42105263158
2014-01-30,Línea 6,157521,14320.09090909091
2019-03-24,Línea 12,177886,9362.421052631578
2019-03-19,Línea A,233607,23360.7
2019-03-29,Línea B,475429,22639.47619047619
2019-03-17,Línea 1,406013,20300.65
2019-03-18,Línea 5,138225,10632.692307692309
2017-05-13,Línea 1,642492,32124.6
2018-01-06,Línea 3,458639,21839.95238095238
2020-01-26,Línea 3,321621,15315.285714285714
2012-12-07,Línea 8,423938,22312.526315789473
2012-12-14,Línea 2,1001956,41748.166666666664
2016-07-15,Línea B,442423,21067.761904761905
2016-07-10,Línea A,102516,11390.666666666666
2016-07-27,Línea 1,737676,36883.8
2019-07-07,Línea 2,398405,18109.31818181818
2019-07-30,Línea 9,301772,25147.666666666668
2015-12-09,Línea 5,259284,19944.923076923078
2018-03-07,Línea 12,397206,20905.57894736842
2018-03-18,Línea 2,514951,21456.291666666668
2017-01-22,Línea 2,476886,19870.25
2013-03-25,Línea 6,116602,11660.2
2013-03-13,Línea 5,271047,20849.76923076923
2018-05-05,Línea 8,328490,18249.444444444445
2019-12-08,Línea 5,227580,18965.0
2014-01-02,Línea 8,311647,16402.473684210527
2014-01-26,Línea A,121959,12195.9
2019-03-02,Línea 4,41737,4637.444444444444
2017-05-06,Línea 5,221217,17016.69230769231
2017-05-02,Línea 3,681695,34084.75
2017-05-31,Línea A,319302,31930.2
2013-12-20,Línea 8,392723,20669.63157894737
2018-01-30,Línea B,416482,19832.47619047619
2018-01-09,Línea 6,151235,13748.636363636364
2018-01-26,Línea 4,93396,9339.6
2020-01-03,Línea 3,539430,25687.14285714286
2020-01-24,Línea 7,324626,24971.23076923077
2012-12-19,Línea 8,388875,20467.105263157893
2012-12-06,Línea 2,968880,40370.0
2016-07-19,Línea 5,244219,18786.076923076922
2019-07-21,Línea 12,187791,9389.55
2019-07-06,Línea 8,414478,23026.555555555555
2019-07-20,Línea 4,73718,7371.8
2015-12-29,Línea B,405070,20253.5
2015-12-27,Línea 9,152097,13827.0
2015-12-16,Línea 9,372979,31081.583333333332
2018-03-19,Línea B,277490,13213.809523809523
2018-03-07,Línea A,316548,31654.8
2016-01-17,Línea 5,140922,10840.153846153846
2016-01-14,Línea 1,757553,37877.65
2016-01-17,Línea 1,504061,25203.05
2013-03-16,Línea 8,383025,20159.21052631579
2013-03-31,Línea 3,291661,14583.05
2013-03-17,Línea 9,194253,16187.75
2018-05-01,Línea 7,155059,11075.642857142857
2019-12-16,Línea 8,412749,21723.63157894737
2014-01-23,Línea 6,155944,14176.727272727272
2019-03-30,Línea 8,352703,18563.315789473683
2019-03-04,Línea 1,721850,36092.5
2019-03-01,Línea 9,257840,21486.666666666668
2017-05-12,Línea 5,274708,21131.384615384617
2013-12-10,Línea 4,111324,12369.333333333334
2013-12-11,Línea 12,320133,16849.105263157893
2013-12-24,Línea 5,181358,13950.615384615385
2013-12-02,Línea 3,778559,37074.23809523809
2018-01-13,Línea 5,210901,16223.153846153846
2018-01-08,Línea 3,679038,32335.14285714286
2020-01-16,Línea 2,794182,33090.916666666664
2020-01-17,Línea 1,751541,37577.05
2012-12-01,Línea 6,114960,10450.90909090909
2012-12-22,Línea 5,209415,16108.846153846154
2016-07-26,Línea B,401151,19102.428571428572
2016-07-06,Línea 5,230351,17719.30769230769
2019-07-03,Línea 3,663319,33165.95
2015-12-18,Línea B,482190,24109.5
2015-12-09,Línea B,509877,24279.85714285714
2018-03-16,Línea 12,433760,21688.0
2017-01-11,Línea 12,315348,16597.263157894737
2017-01-14,Línea 7,265791,17719.4
2017-01-08,Línea 12,147845,7392.25
2017-01-05,Línea 1,601996,31684.0
2017-07-24,Línea 1,746644,37332.2
2017-07-01,Línea 12,268258,13412.9
2017-07-08,Línea 5,205248,15788.307692307691
2016-01-24,Línea B,296970,14141.42857142857
2016-01-08,Línea 4,66908,7434.222222222223
2013-03-14,Línea 7,345834,24702.428571428572
2013-03-30,Línea 4,44283,4428.3
2013-03-01,Línea B,543542,25882.95238095238
2018-05-18,Línea 1,692616,36453.47368421053
2018-05-05,Línea 3,513120,24434.285714285714
2019-12-13,Línea B,431212,21560.6
2019-12-30,Línea 5,172115,15646.818181818182
2019-12-02,Línea 9,320571,26714.25
2019-12-11,Línea 4,98981,9898.1
2019-12-25,Línea B,207308,10365.4
2014-01-22,Línea B,456381,21732.428571428572
2014-01-13,Línea B,442986,21094.571428571428
2014-01-23,Línea 2,856172,35673.833333333336
2014-01-27,Línea 2,830999,36130.391304347824
2014-01-28,Línea 2,854113,37135.34782608696
2014-01-06,Línea 1,650861,34255.84210526316
2014-01-01,Línea B,240174,11436.857142857143
2017-05-03,Línea 12,377087,18854.35
2017-05-22,Línea 7,324231,23159.35714285714
2013-12-23,Línea 9,258663,23514.81818181818
2013-12-08,Línea A,151597,15159.7
2020-01-20,Línea 3,662273,30103.31818181818
2012-12-14,Línea 5,147119,12259.916666666666
2012-12-31,Línea 5,157838,12141.384615384615
2012-12-31,Línea 6,76699,6972.636363636364
2012-12-07,Línea A,329087,32908.7
2019-07-16,Línea 7,326999,23357.071428571428
2015-12-26,Línea 8,258585,14365.833333333334
2015-12-04,Línea 5,280758,21596.76923076923
2015-12-07,Línea 12,291233,14561.65
2018-03-15,Línea 2,780679,33942.565217391304
2018-03-22,Línea 8,420197,22115.63157894737
2017-01-01,Línea 1,276598,14557.78947368421
2017-01-12,Línea 2,781104,35504.72727272727
2017-01-23,Línea 12,341728,17985.684210526317
2016-01-28,Línea 4,90471,9047.1
2016-01-04,Línea 2,787572,32815.5
2013-03-23,Línea 1,625861,34770.055555555555
2013-03-15,Línea 8,424511,22342.684210526317
2018-05-27,Línea 8,165463,9733.117647058823
2018-05-21,Línea 12,399030,19951.5
2018-05-21,Línea 3,658501,32925.05
2019-12-20,Línea 7,344937,24638.35714285714
2014-01-09,Línea 7,307276,21948.285714285714
2014-01-05,Línea 7,112786,8056.142857142857
2014-01-08,Línea 8,346447,20379.235294117647
2019-03-13,Línea 8,421592,22189.052631578947
2013-12-02,Línea A,276399,27639.9
2013-12-29,Línea 7,114944,8210.285714285714
2018-01-29,Línea 7,308903,22064.5
2018-01-08,Línea 2,729839,33174.5
2020-01-08,Línea 8,380816,20042.947368421053
2020-01-25,Línea 5,200465,15420.384615384615
2012-12-02,Línea 4,52613,5261.3
2016-07-28,Línea 2,823070,34294.583333333336
2019-07-29,Línea 5,205900,17158.333333333332
2019-07-09,Línea 12,300291,15804.78947368421
2019-07-25,Línea 11,67885,67885.0
2018-03-23,Línea 3,788416,37543.619047619046
2018-03-29,Línea 6,94137,8557.90909090909
2017-01-13,Línea 8,404919,22495.5
2017-01-12,Línea 1,745967,37298.35
2017-07-26,Línea 6,127707,12770.7
2016-01-27,Línea 9,374103,31175.25
2013-03-17,Línea 8,241475,12709.21052631579
2018-05-08,Línea 4,91558,9155.8
2018-05-05,Línea 1,629150,31457.5
2018-05-05,Línea B,398828,18991.809523809523
2019-12-13,Línea 8,427543,22502.263157894737
2019-12-15,Línea B,292207,14610.35
2014-01-14,Línea 7,311335,22238.214285714286
2014-01-26,Línea 8,204498,10763.052631578947
2014-01-18,Línea 6,101910,9264.545454545454
2019-03-20,Línea B,451467,22573.35
2019-03-01,Línea 3,525149,25007.095238095237
2013-12-17,Línea 2,848186,36877.65217391304
2018-01-18,Línea 5,252041,19387.76923076923
2018-01-06,Línea 5,198543,15272.538461538461
2020-01-09,Línea 12,352568,18556.21052631579
2020-01-17,Línea 2,823613,34317.208333333336
2012-12-15,Línea 12,173122,9111.684210526315
2012-12-18,Línea 1,764309,40226.78947368421
2016-07-29,Línea 12,337918,16895.9
2016-07-26,Línea 6,125303,11391.181818181818
2016-07-15,Línea 12,302421,15121.05
2019-07-23,Línea 7,344529,24609.214285714286
2015-12-26,Línea 7,123096,8792.57142857143
2015-12-02,Línea A,319744,31974.4
2015-12-19,Línea 2,858484,35770.166666666664
2018-03-10,Línea 8,361650,19034.21052631579
2018-03-31,Línea 2,419686,17486.916666666668
2018-03-19,Línea A,205337,20533.7
2018-03-22,Línea 6,170677,15516.09090909091
2017-01-25,Línea 12,367885,18394.25
2017-01-03,Línea 11,9217,9217.0
2017-01-03,Línea 1,734820,36741.0
2017-01-25,Línea 9,367371,30614.25
2017-07-09,Línea 5,133606,10277.384615384615
2016-01-22,Línea 2,893839,37243.291666666664
2016-01-29,Línea B,460781,21941.95238095238
2016-01-14,Línea 2,842678,35111.583333333336
2013-03-11,Línea 3,746057,35526.52380952381
2013-03-28,Línea A,164365,16436.5
2019-12-02,Línea B,445081,21194.333333333332
2019-12-10,Línea 6,115461,10496.454545454546
2014-01-28,Línea 6,161512,14682.90909090909
2019-03-04,Línea 12,389060,20476.842105263157
2019-03-06,Línea 12,421500,21075.0
2019-03-27,Línea 9,290693,26426.636363636364
2019-03-01,Línea 1,683250,34162.5
2013-12-31,Línea 1,508364,25418.2
2013-12-19,Línea 2,903100,37629.166666666664
2018-01-10,Línea B,421829,20087.095238095237
2018-01-19,Línea 2,836863,34869.291666666664
2020-01-03,Línea 6,120741,10976.454545454546
2016-07-11,Línea 7,291001,20785.785714285714
2016-07-22,Línea 1,798121,39906.05
2016-07-29,Línea 6,131017,11910.636363636364
2019-07-10,Línea 3,703747,33511.76190476191
2019-07-01,Línea 12,384837,19241.85
2019-07-09,Línea 1,629639,33138.89473684211
2018-03-21,Línea 6,175084,15916.727272727272
2018-03-05,Línea 2,862341,34493.64
2018-03-19,Línea 5,142146,11845.5
2017-01-07,Línea 12,245188,12259.4
2017-01-21,Línea 8,329752,17355.36842105263
2017-01-04,Línea 7,311130,22223.571428571428
2017-07-29,Línea 5,210433,16187.153846153846
2017-07-01,Línea 7,205067,15774.384615384615
2016-01-18,Línea A,277051,30783.444444444445
2013-03-07,Línea B,509294,24252.095238095237
2018-05-09,Línea A,328984,32898.4
2019-12-09,Línea 9,309857,28168.81818181818
2019-12-03,Línea 3,661824,33091.2
2019-12-09,Línea 1,732712,36635.6
2019-12-03,Línea 8,415777,21883.0
2014-01-24,Línea 12,315014,15750.7
2019-03-10,Línea 12,454975,22748.75
2019-03-24,Línea A,118294,11829.4
2018-03-15,Línea 5,280152,21550.153846153848
2017-05-09,Línea 4,95321,9532.1
2017-05-22,Línea 12,371175,18558.75
2017-05-14,Línea 7,119510,8536.42857142857
2017-05-25,Línea B,476214,22676.85714285714
2017-05-17,Línea A,324467,32446.7
2017-05-02,Línea 9,339618,28301.5
2013-12-16,Línea 6,134673,12243.0
2013-12-21,Línea 4,85292,9476.888888888889
2013-12-26,Línea 4,69455,6945.5
2013-12-31,Línea 12,171918,8595.9
2013-12-04,Línea 9,390382,35489.27272727273
2018-01-18,Línea 6,150895,15089.5
2018-01-12,Línea 9,334912,30446.545454545456
2020-01-19,Línea 8,225217,11853.526315789473
2020-01-02,Línea A,188502,18850.2
2012-12-10,Línea 1,828559,41427.95
2012-12-05,Línea 1,800889,42152.05263157895
2012-12-09,Línea 8,246156,12955.578947368422
2016-07-16,Línea 1,645440,33970.52631578947
2016-07-18,Línea B,392150,19607.5
2016-07-27,Línea 3,684750,32607.14285714286
2016-07-28,Línea 9,357866,29822.166666666668
2019-07-14,Línea 5,130618,10047.538461538461
2015-12-03,Línea 5,267630,22302.5
2015-12-31,Línea 5,193547,16128.916666666666
2015-12-14,Línea 7,310699,22192.785714285714
2018-03-23,Línea B,410694,21615.473684210527
2018-03-29,Línea 1,452430,23812.105263157893
2018-03-17,Línea 8,307130,17062.777777777777
2018-03-09,Línea 7,334717,23908.35714285714
2017-07-28,Línea 9,347021,28918.416666666668
2017-07-08,Línea 4,80709,8070.9
2017-07-19,Línea 12,357900,17895.0
2016-01-07,Línea 12,281079,14053.95
2018-05-08,Línea 3,734164,34960.19047619047
2014-01-19,Línea 3,329164,16458.2
2014-01-31,Línea 9,404970,33747.5
2014-01-13,Línea A,256274,25627.4
2014-01-23,Línea 12,308008,15400.4
2014-01-15,Línea 6,146890,13353.636363636364
2019-03-21,Línea 7,364011,26000.785714285714
2019-03-27,Línea 1,657089,34583.63157894737
2017-05-18,Línea 2,818102,35569.65217391304
2017-05-19,Línea 5,270564,20812.615384615383
2013-12-25,Línea 12,78708,4142.526315789473
2013-12-14,Línea A,140918,14091.8
2020-01-24,Línea 2,891296,35651.84
2020-01-17,Línea A,242347,24234.7
2020-01-15,Línea 11,45232,45232.0
2012-12-11,Línea 5,251126,19317.384615384617
2012-12-22,Línea 9,255327,21277.25
2016-07-08,Línea 7,321004,22928.85714285714
2016-07-29,Línea 4,87128,8712.8
2019-07-11,Línea 2,822646,35767.217391304344
2019-07-04,Línea 6,71119,6465.363636363636
2015-12-08,Línea 3,723173,36158.65
2015-12-28,Línea 12,203568,10714.105263157895
2015-12-15,Línea 7,327827,23416.214285714286
2015-12-02,Línea 8,416225,23123.61111111111
2018-03-24,Línea 8,363121,19111.63157894737
2018-03-04,Línea 1,458706,22935.3
2017-01-02,Línea A,226709,25189.88888888889
2017-07-14,Línea 6,148474,13497.636363636364
2017-07-04,Línea 3,627644,31382.2
2016-01-05,Línea 1,736040,36802.0
2013-03-14,Línea 1,732644,36632.2
2013-03-26,Línea 6,130484,11862.181818181818
2013-03-23,Línea 5,204107,15700.538461538461
2018-05-28,Línea 3,689746,34487.3
2018-05-28,Línea 5,249613,19201.0
2018-05-28,Línea 2,816477,34019.875
2019-12-02,Línea 12,431763,21588.15
2019-12-22,Línea A,115866,12874.0
2019-12-02,Línea 6,170907,15537.0
2019-03-20,Línea 4,97039,10782.111111111111
2019-03-24,Línea 8,214286,11904.777777777777
2019-03-31,Línea 5,133061,10235.461538461539
2013-12-04,Línea 1,865777,43288.85
2013-12-15,Línea 9,171318,14276.5
2013-12-26,Línea 7,194374,13883.857142857143
2018-01-20,Línea 2,739578,30815.75
2018-01-27,Línea 7,213829,16448.384615384617
2020-01-17,Línea 3,724627,34506.04761904762
2012-12-13,Línea 1,816505,40825.25
2016-07-26,Línea 7,305840,21845.714285714286
2019-07-14,Línea 8,194680,12167.5
2015-12-08,Línea 12,273550,15197.222222222223
2015-12-04,Línea 3,706981,35349.05
2015-12-05,Línea 2,830369,34598.708333333336
2015-12-24,Línea 3,477868,23893.4
2018-03-31,Línea 4,53450,4859.090909090909
2017-01-26,Línea 4,91693,9169.3
2017-07-02,Línea 2,449967,18748.625
2017-07-16,Línea 3,259399,12969.95
2017-07-21,Línea 4,87485,8748.5
2016-01-20,Línea 9,379718,31643.166666666668
2016-01-29,Línea 1,841712,42085.6
2013-03-14,Línea 8,416334,21912.315789473683
2013-03-12,Línea 1,722092,38004.84210526316
2013-03-05,Línea 5,279592,21507.076923076922
2013-03-19,Línea 12,244242,12212.1
2013-03-04,Línea 6,129797,12979.7
2013-03-29,Línea 5,118789,9137.615384615385
2018-05-17,Línea 4,94053,9405.3
2018-05-25,Línea 2,839613,36504.913043478264
2018-05-09,Línea 9,346500,31500.0
2018-05-31,Línea 7,339161,24225.785714285714
2019-12-01,Línea 7,223971,17228.53846153846
2019-12-23,Línea 7,271339,19381.35714285714
2014-01-10,Línea 9,362429,30202.416666666668
